month,year,county,num_retailers,num_returns,gross_sales,retail_sales,state_net_taxable_sales,state_sales_tax
3,2017,Eagle,,6964,312591000,299885000,213883000,6015000
2,2015,Prowers,,1076,24292,21173,9146,257
5,2017,Chaffee,,1921,50231000,46755000,28962000,813000
4,2019,Eagle,,9378,196727000,178718000,117348000,3305000
6,2018,Clear Creek,,2077,29986000,24252000,12297000,346000
11,2016,Fremont,,2190,67613000,57069000,28762000,814000
10,2015,Rio Grande,,1216,19523,18012,7803,220
10,2018,Adams,,14781,3250961000,2392738000,852204000,24074000
7,2016,Ouray,,769,13378000,13228000,10406000,294000
9,2015,Montezuma,,1892,72330,59211,31020,883
10,2017,Logan,,1765,53140000,46017000,22548000,635000
4,2015,Baca,,702,8324,7888,2926,82
10,2018,Fremont,,2665,74643000,61219000,31068000,879000
7,2016,San Juan,,340,5532000,5264000,4430000,124000
2,2018,Weld,,16243,1087875000,749856000,406829000,11448000
5,2015,Clear Creek,,1380,17135,13718,6819,191
8,2020,Montezuma,,5261,75606000,67545000,36266000,
11,2016,La Plata,,2712,166954000,138462000,72390000,2034000
4,2015,Huerfano,,803,7909,7431,2730,77
9,2020,Custer,,2169,12116000,9404000,6069000,
2,2017,Montezuma,,1797,42913000,39369000,19532000,564000
7,2020,Rio Grande,,3702,38713000,33369000,18488000,
5,2017,Montrose,,2335,98683000,90567000,50559000,1433000
1,2015,Custer,,595,4056,3872,1709,48
5,2015,Gilpin,,693,8519,8000,5475,217
3,2020,Weld,,39314,1616393000,1176558000,533253000,
6,2020,Park,,5299,32357000,27483000,17352000,
9,2015,Cheyenne,,575,9175,7798,3033,85
11,2019,Gunnison,,4322,59537000,53947000,26173000,735000
7,2016,Kiowa,,400,2851000,2808000,589000,17000
12,2019,Saguache,,2022,12238000,9764000,4357000,122000
6,2018,Phillips,,966,25304000,23718000,3591000,101000
7,2017,Montrose,,2363,106372000,98166000,54710000,1538000
12,2016,Hinsdale,,346,1255000,1166000,481000,13000
1,2015,Douglas,,8165,769047,649361,359532,10105
6,2015,Clear Creek,,1623,23572,18754,8808,247
5,2020,Morgan,,5722,102724000,88280000,37437000,
12,2019,Jefferson,,41445,3500829000,2648805000,1035924000,29139000
10,2017,Mineral,,378,2207000,2165000,966000,27000
2,2018,Montezuma,,1930,54149000,44309000,19798000,573000
4,2019,Lincoln,,1361,21695000,19469000,6899000,194000
11,2017,Phillips,,794,8947000,8133000,2787000,79000
3,2015,Archuleta,,1200,24486,23547,13775,387
4,2020,Ouray,,2097,7107000,6693000,3758000,
3,2015,Kiowa,,404,2523,2351,515,14
9,2018,Rio Grande,,1822,34456000,27103000,11173000,314000
8,2015,Washington,,683,7338,7064,1762,49
5,2019,Montezuma,,3520,72667000,55960000,30331000,869000
9,2020,Cheyenne,,1256,10204000,8061000,3401000,
4,2016,Summit,,3832,119571000,115481000,71058000,1999000
2,2017,Kit Carson,,1258,23017000,21578000,6268000,176000
1,2015,Washington,,653,4956,4463,1759,50
6,2017,Baca,,932,8210000,7868000,2343000,66000
6,2017,Park,,1966,21306000,20260000,10362000,292000
8,2015,Sedgwick,,542,5952,5275,1633,46
3,2018,Douglas,,14655,1391536000,1073003000,518986000,14599000
4,2015,Phillips,,641,11962,10367,2812,79
1,2019,Morgan,,2792,87594000,72674000,32642000,920000
3,2018,Dolores,,523,4988000,2273000,1267000,36000
4,2018,Summit,,4439,133705000,128356000,75217000,2112000
8,2019,Rio Grande,,3183,40353000,30039000,13718000,385000
2,2020,Sedgwick,,983,5089000,4635000,1411000,
8,2016,Boulder,,10039,1081489000,848037000,476807000,13426000
12,2019,Otero,,4083,68357000,45834000,16799000,473000
12,2015,Boulder,,16248,2494175,1593894,521742,14749
2,2019,Grand,,3304,72741000,68687000,36598000,1028000
11,2018,Huerfano,,1142,10099000,9498000,3390000,95000
5,2016,Summit,,3822,97095000,92467000,54652000,1543000
6,2015,Prowers,,1252,33709,29897,11164,314
3,2019,Lake,,1284,13579000,12543000,7076000,200000
2,2017,Washington,,805,4563000,4040000,1533000,43000
4,2018,Baca,,918,6252000,5921000,1858000,52000
5,2018,Prowers,,1371,29402000,26491000,12155000,342000
6,2015,Lincoln,,985,23426,22192,6435,181
7,2016,Jackson,,474,4989000,3713000,1803000,51000
1,2019,Yuma,,1497,30434000,26083000,8622000,242000
3,2020,Las Animas,,3234,41313000,37562000,16850000,
9,2019,Custer,,1858,10990000,8420000,5159000,145000
1,2017,Sedgwick,,600,3496000,3141000,1209000,34000
9,2017,Arapahoe,,21620,2749154000,2035580000,1006772000,28335000
7,2019,San Miguel,,3504,53059000,48293000,36540000,1027000
7,2020,Pitkin,,7283,195238000,183118000,123801000,
11,2019,Eagle,,12798,215473000,190408000,125924000,3544000
1,2020,Boulder,,25547,1243085000,1015075000,468280000,
6,2017,Kit Carson,,1435,48044000,41620000,8756000,246000
8,2017,Crowley,,570,,,1129000,32000
1,2019,Garfield,,5904,258563000,232603000,101279000,2843000
3,2016,Lake,,829,9928000,9545000,5100000,144000
4,2020,Teller,,4879,46021000,41247000,25547000,
10,2016,Sedgwick,,581,3949000,3422000,1393000,39000
8,2020,La Plata,,8202,229695000,194678000,116081000,
9,2019,Crowley,,1076,4313000,3417000,1739000,49000
12,2018,Montrose,,5857,168211000,138782000,60096000,1694000
1,2016,Fremont,,2030,58379000,50833000,23467000,663000
3,2020,Denver,,19829,5010649000,2791178000,1206971000,
7,2015,Pueblo,,3494,500573,364639,169867,4770
9,2020,Chaffee,,6499,89410000,76750000,46875000,
1,2020,Saguache,,1636,7988000,7390000,3277000,
6,2016,Archuleta,,1350,35285000,34007000,20205000,569000
10,2017,Prowers,,1308,26492000,24214000,11801000,331000
4,2018,Ouray,,875,5932000,5859000,2787000,78000
10,2019,Moffat,,2305,45587000,40250000,23066000,648000
11,2018,Kiowa,,578,3704000,3639000,726000,20000
7,2018,Montrose,,2494,116986000,106869000,57419000,1617000
9,2020,Weld,,45828,1446465000,1050840000,494849000,
9,2020,Gilpin,,2325,17697000,14500000,10301000,
4,2015,Costilla,,576,2529,2429,997,28
11,2017,Summit,,4272,143891000,138987000,89891000,2526000
10,2018,Park,,1903,14789000,14212000,7405000,208000
11,2019,Jefferson,,32588,1980280000,1685674000,829650000,23349000
12,2017,Fremont,,3239,107012000,87517000,33042000,932000
5,2015,Hinsdale,,260,903,889,509,14
7,2017,Rio Blanco,,926,35736000,16317000,8116000,228000
7,2018,Garfield,,4770,303502000,279274000,125581000,3526000
5,2016,Costilla,,631,2591000,2474000,1247000,35000
7,2016,Elbert,,1607,28394000,25755000,12003000,337000
1,2016,Custer,,647,3745000,3497000,1527000,43000
7,2017,Larimer,,10362,1027187000,894707000,538108000,15182000
8,2019,Otero,,3552,60450000,45504000,15531000,436000
1,2015,Otero,,1412,38142,31465,9953,281
11,2017,Elbert,,1874,25770000,23430000,13175000,370000
6,2017,Mesa,,7258,536814000,431346000,230466000,6485000
3,2016,Sedgwick,,620,5309000,4824000,1232000,35000
9,2017,Broomfield,,2803,265032000,204691000,106725000,3014000
10,2019,Weld,,32359,1389466000,1122573000,534718000,15064000
12,2017,Summit,,6456,286188000,267209000,174371000,4903000
9,2019,Gilpin,,1902,20205000,16957000,12085000,398000
7,2018,Gunnison,,2425,84191000,81352000,44888000,1259000
3,2017,Broomfield,,2687,404231000,189071000,93203000,2643000
6,2017,Montrose,,2975,130436000,112906000,55860000,1572000
7,2019,Costilla,,1095,5018000,4511000,1904000,53000
4,2016,Adams,,11648,2303459000,1746087000,669616000,19060000
6,2016,Summit,,5610,150980000,143615000,89306000,2509000
8,2019,Grand,,5843,81438000,71915000,49360000,1386000
3,2016,Alamosa,,1265,51467000,43100000,20691000,581000
1,2020,Morgan,,4789,102485000,85929000,38031000,
10,2015,Delta,,2088,45662,40994,21036,592
2,2018,Costilla,,788,2063000,2022000,806000,23000
9,2018,Custer,,1001,8306000,7788000,3795000,107000
10,2017,Crowley,,599,2782000,2529000,1195000,34000
4,2020,Kit Carson,,2701,43302000,35144000,9630000,
2,2018,Logan,,1808,45392000,40488000,19057000,536000
4,2019,Teller,,3213,39778000,35824000,22169000,633000
9,2019,Morgan,,5347,127885000,100269000,39672000,1116000
10,2015,Kit Carson,,1110,33134,30560,8354,236
2,2020,Chaffee,,4611,56856000,49623000,27009000,
4,2017,Dolores,,450,4478000,2018000,929000,26000
4,2018,Moffat,,1385,29712000,26565000,14558000,408000
9,2018,Montezuma,,2399,72072000,59438000,29338000,837000
8,2015,Las Animas,,1289,28923,26552,14928,419
8,2016,Saguache,,849,8030000,7641000,2614000,73000
3,2016,San Miguel,,1704,44766000,43544000,33737000,950000
5,2019,Otero,,2805,60761000,45680000,15819000,444000
1,2019,Custer,,864,5142000,4776000,2365000,66000
1,2020,Huerfano,,1810,9820000,8544000,3770000,
3,2020,Huerfano,,2054,11059000,9557000,4840000,
8,2018,Huerfano,,1091,11447000,10760000,4508000,126000
8,2016,Clear Creek,,1546,21908000,17235000,9974000,280000
3,2016,Grand,,3346,70300000,67058000,34819000,977000
2,2018,Routt,,2601,119976000,114013000,66404000,1864000
10,2015,Douglas,,8563,923209,791805,433404,12186
3,2019,Archuleta,,2060,34802000,32684000,17803000,500000
4,2017,Broomfield,,1949,251459000,214666000,93698000,2673000
3,2018,Gunnison,,2957,73066000,66742000,30370000,852000
1,2016,Pitkin,,2434,161310000,157963000,114150000,3223000
8,2019,Douglas,,26280,1380751000,1026073000,594005000,16711000
1,2020,Cheyenne,,1037,12973000,11033000,7324000,
7,2018,Las Animas,,1716,36174000,34352000,16481000,462000
3,2019,Montezuma,,3241,72064000,57555000,26693000,770000
3,2018,Cheyenne,,713,9136000,5829000,1626000,46000
4,2020,Huerfano,,2090,10242000,8929000,4525000,
12,2016,Fremont,,2971,102758000,79397000,32432000,914000
12,2017,Denver,,22172,12438920000,3652185000,1568239000,44355000
2,2017,Huerfano,,964,8357000,8061000,2713000,76000
6,2016,Phillips,,810,15957000,13332000,3370000,95000
1,2016,Broomfield,,1737,185728000,161644000,83010000,2372000
11,2015,El Paso,,11196,1449237,1189214,701314,19751
2,2016,Montrose,,2072,81587000,73241000,37213000,1050000
6,2018,Ouray,,1107,13840000,13205000,8628000,242000
11,2017,Park,,1645,13678000,13119000,6235000,175000
3,2018,Grand,,4123,85704000,83617000,43699000,1226000
6,2016,Cheyenne,,601,11761000,9288000,3138000,88000
4,2015,San Miguel,,1252,14166,13293,8208,231
1,2017,Baca,,803,4899000,4667000,1625000,46000
7,2020,Baca,,1661,11563000,10439000,4622000,
1,2015,Rio Blanco,,748,34012,20258,6891,194
3,2018,Elbert,,2411,37249000,31476000,14001000,393000
1,2019,San Miguel,,2022,47466000,45155000,34549000,973000
5,2020,Pitkin,,6428,74688000,69080000,41066000,
8,2016,Sedgwick,,572,5489000,4863000,1470000,41000
5,2019,Morgan,,3969,111745000,88431000,42170000,1184000
10,2018,Jefferson,,16677,1636254000,1423529000,733898000,20665000
10,2016,Hinsdale,,287,1066000,1043000,610000,17000
3,2018,Jackson,,649,4042000,3933000,1461000,41000
7,2020,Gunnison,,5722,88083000,78821000,51280000,
3,2020,Pueblo,,10391,659974000,456656000,193741000,
8,2017,Jackson,,560,4669000,4492000,2269000,64000
2,2015,Teller,,1548,28660,27529,14782,426
10,2018,Broomfield,,2204,214712000,183461000,104783000,2972000
12,2017,Otero,,2074,77105000,55776000,14929000,420000
5,2017,Crowley,,573,2828000,2695000,1269000,36000
8,2019,Jackson,,794,7797000,7324000,4469000,125000
7,2020,Huerfano,,2351,15276000,13380000,6734000,
1,2017,Hinsdale,,274,686000,675000,354000,10000
8,2017,Prowers,,1287,28230000,25301000,11779000,330000
7,2016,Park,,1389,16651000,16085000,9434000,266000
4,2018,Delta,,2519,45011000,40295000,21179000,596000
5,2016,Morgan,,2053,92964000,80924000,29529000,829000
12,2016,Washington,,888,,5256000,2284000,64000
5,2020,Conejos,,2300,11952000,10252000,5985000,
8,2018,Sedgwick,,673,6416000,6049000,1416000,40000
1,2019,Grand,,3188,71875000,68314000,36876000,1035000
11,2016,Mesa,,4914,381815000,327706000,190860000,5368000
1,2018,Broomfield,,2045,194741000,165070000,96460000,2727000
5,2016,San Miguel,,1357,16133000,15200000,9342000,264000
9,2018,El Paso,,20082,2309761000,1905402000,949604000,26735000
4,2018,Washington,,915,6887000,6370000,1664000,47000
1,2020,Baca,,1383,6642000,5999000,2338000,
2,2015,Gilpin,,683,7606,7164,4387,178
6,2016,Montrose,,2758,125558000,108915000,52898000,1490000
2,2016,Kit Carson,,1143,24909000,23059000,7482000,210000
1,2015,Alamosa,,1027,40792,37301,16918,476
7,2018,Washington,,929,7032000,6533000,1944000,55000
2,2017,Broomfield,,1904,185551000,154558000,79080000,2238000
1,2015,Conejos,,809,4480,4102,1913,54
4,2018,Routt,,2627,69893000,62146000,37595000,1056000
10,2015,Montezuma,,1555,57651,48570,25538,729
5,2016,Alamosa,,1101,44515000,39533000,21475000,602000
9,2018,Cheyenne,,734,13208000,5047000,2203000,62000
1,2015,Phillips,,625,9120,7982,2573,72
6,2020,Total 2,,568059,27555820000,20483592000,9839825000,
7,2019,Clear Creek,,2862,37535000,29194000,14707000,413000
5,2018,Summit,,4418,121094000,116691000,66711000,1877000
2,2015,Jackson,,425,2050,1993,788,22
10,2017,Las Animas,,1579,32197000,30417000,13828000,397000
5,2015,Teller,,1564,33059,31656,17109,492
4,2015,Larimer,,8444,856718,719646,409185,11510
7,2017,Chaffee,,1958,65619000,62235000,38401000,1077000
12,2015,Archuleta,,1334,36861,32784,17972,504
11,2018,Delta,,2664,48699000,44300000,22248000,625000
10,2016,Clear Creek,,1528,17541000,14043000,7683000,216000
10,2018,San Juan,,390,1786000,1686000,1271000,36000
8,2016,Routt,,2262,93733000,85663000,57303000,1609000
2,2019,Boulder,,16532,1109185000,908983000,385030000,10855000
7,2017,Prowers,,1279,28179000,24866000,11364000,319000
8,2020,Denver,,16233,4484329000,2604199000,1301152000,
5,2016,Delta,,2171,44878000,39894000,21257000,598000
8,2018,Douglas,,11275,1176182000,919222000,535137000,15045000
1,2018,Prowers,,1335,25050000,22191000,9734000,274000
12,2019,Larimer,,29859,2674384000,1587799000,673078000,18948000
12,2019,Lake,,1946,17679000,15595000,8110000,229000
8,2016,Douglas,,9237,1187142000,912552000,485688000,13659000
7,2018,Kit Carson,,1379,44034000,39114000,9743000,273000
5,2017,Jackson,,541,3061000,2786000,1467000,41000
12,2015,Jefferson,,21497,3028551,2073991,840488,23712
1,2015,Adams,,10830,2094018,1519566,594865,16925
6,2016,Larimer,,13336,1344329000,1050425000,508040000,14329000
11,2019,Custer,,1563,7202000,6333000,3853000,108000
2,2015,Cheyenne,,514,10046,8727,3062,86
2,2016,Alamosa,,1074,41771000,37533000,17834000,500000
6,2018,Bent,,698,4139000,3960000,1676000,47000
4,2019,Douglas,,19294,1235992000,923787000,523909000,14739000
1,2019,Larimer,,14385,948227000,770772000,431969000,12171000
8,2019,Garfield,,10520,329110000,288117000,133328000,3749000
4,2018,Boulder,,11549,1067398000,792891000,428813000,12111000
2,2019,Mesa,,7498,506276000,426253000,192253000,5405000
5,2016,Otero,,1513,43517000,34366000,12260000,346000
9,2017,Larimer,,14639,1366278000,1023113000,531001000,14976000
8,2020,Gilpin,,2114,13854000,12212000,9004000,
6,2019,Sedgwick,,952,9849000,9073000,1617000,45000
4,2016,Cheyenne,,546,6543000,5599000,2821000,79000
9,2015,Archuleta,,1271,34084,32677,19052,535
6,2016,Moffat,,1376,48956000,44061000,17421000,489000
8,2016,Baca,,776,6671000,6368000,1991000,56000
2,2015,Otero,,1393,38299,31274,10556,297
9,2020,Elbert,,5338,57019000,47773000,25512000,
9,2017,Conejos,,1176,9486000,7786000,4115000,116000
3,2019,La Plata,,5487,218538000,172704000,82146000,2307000
1,2020,Crowley,,990,4730000,3659000,1956000,
8,2018,Arapahoe,,16351,2365587000,1813846000,1037023000,29194000
5,2019,Las Animas,,2347,34777000,31617000,16595000,466000
11,2016,Jefferson,,13868,1472233000,1287844000,698779000,19655000
6,2015,Phillips,,782,14617,12898,3727,105
11,2016,Rio Grande,,1317,18223000,16662000,7291000,206000
9,2020,Total ³,,598336,28493801000,21191314000,9941246000,
7,2016,Custer,,679,7296000,6998000,3886000,109000
11,2018,Gunnison,,2555,48168000,46311000,20280000,569000
3,2015,Teller,,1967,40641,38368,18594,537
10,2017,San Juan,,377,1876000,1654000,1220000,34000
4,2019,Archuleta,,1850,25440000,23325000,13831000,388000
1,2015,Archuleta,,869,22906,22313,11711,329
8,2020,Huerfano,,2388,14623000,12679000,6440000,
2,2020,Custer,,1566,5830000,5070000,2952000,
10,2016,Prowers,,1189,23696000,21019000,10032000,282000
9,2020,Arapahoe,,46496,3015347000,2224747000,1157924000,
6,2015,Custer,,765,7411,6995,3268,92
12,2015,Totals,,261793,42268738,22481882,9013255,254753
4,2019,Gilpin,,1223,12608000,10662000,7533000,327000
3,2018,La Plata,,3985,221273000,178081000,83400000,2342000
8,2019,Cheyenne,,952,20622000,17546000,9097000,255000
1,2018,Dolores,,461,4196000,2051000,1113000,31000
6,2019,Custer,,1610,11421000,10011000,5607000,157000
5,2020,Prowers,,2842,38254000,34349000,16293000,
10,2017,Garfield,,4585,266915000,241834000,103354000,2904000
3,2020,La Plata,,7663,252905000,208519000,120166000,
9,2020,Washington,,1901,10517000,9233000,3417000,
1,2019,Ouray,,1044,7787000,7405000,4263000,120000
2,2017,Kiowa,,461,2151000,2074000,551000,15000
10,2017,Denver,,11751,3350549000,2265601000,1434142000,40571000
5,2019,La Plata,,5541,194732000,154388000,92012000,2584000
11,2018,Moffat,,1471,37932000,35128000,17715000,497000
2,2020,Garfield,,10051,263656000,232725000,101353000,
7,2018,Delta,,2547,50030000,44596000,24204000,681000
3,2017,Gunnison,,2743,62867000,56704000,29887000,840000
6,2017,Conejos,,1135,8636000,7214000,4484000,126000
2,2018,Gunnison,,2333,48504000,46481000,23262000,653000
10,2015,Fremont,,1991,72367,60136,28355,801
1,2018,Moffat,,1344,26899000,24285000,12858000,361000
9,2016,Montrose,,2822,120995000,104971000,51348000,1446000
1,2015,Denver,,10825,2987726,2047073,1195476,33777
1,2020,Garfield,,9943,257775000,227729000,95978000,
12,2017,Boulder,,18662,2826044000,1821806000,536634000,15190000
1,2020,Las Animas,,2798,35172000,30411000,14662000,
4,2019,Custer,,1145,5722000,4933000,2767000,78000
12,2018,Grand,,6832,100700000,85023000,46366000,1304000
1,2018,El Paso,,13044,1498610000,1272788000,742939000,20956000
1,2021,Montezuma,3131,5633,64555000,58304000,28283000,
1,2021,Fremont,3747,7453,91049000,76724000,41418000,
1,2021,Bent,963,1327,6039000,5221000,2393000,
1,2021,Saguache,1404,2270,9010000,8240000,4101000,
1,2021,Summit,4738,10651,291558000,275454000,171177000,
1,2021,San Juan,609,650,2593000,2408000,1147000,
1,2021,Larimer,10404,30849,1206798000,936976000,515482000,
1,2021,Huerfano,1578,2443,12013000,9895000,4979000,
1,2021,Park,2668,5462,27964000,24641000,14323000,
1,2021,Chaffee,3470,6153,67454000,59679000,34378000,
1,2021,Phillips,1319,2068,21543000,10380000,3756000,
1,2021,Costilla,887,1474,4665000,3584000,1632000,
1,2021,Pitkin,4112,7531,179404000,170274000,106127000,
1,2021,Rio Blanco,1724,2585,25577000,15250000,7148000,
1,2021,Eagle,5816,17641,334536000,302840000,202205000,
1,2021,Prowers,1962,3235,35037000,30017000,12178000,
1,2021,Boulder,10583,32918,1312593000,1021775000,459312000,
1,2021,Alamosa,2636,3546,51612000,43498000,22813000,
1,2021,Yuma,2019,3571,40010000,32051000,13174000,
1,2021,Dolores,793,1127,6135000,3148000,2188000,
1,2021,Routt,4292,7470,145002000,131522000,75157000,
1,2021,Adams,11313,38650,2573160000,1903448000,801447000,
1,2021,Lincoln,1494,2433,21005000,19163000,7885000,
1,2021,Jackson,708,921,3481000,3077000,1608000,
1,2021,Mesa,6843,14876,572944000,491285000,213816000,
1,2021,Arapahoe,12693,42979,2400515000,1815313000,994848000,
1,2021,San Miguel,2588,4797,54249000,49960000,35176000,
1,2021,Total 3,48586,568515,22312971000,17287748000,8565011000,
1,2021,Hinsdale,647,767,1610000,1515000,921000,
1,2021,Mineral,669,797,6961000,6792000,1701000,
1,2021,Broomfield,5547,6365,303871000,202428000,110938000,
1,2021,Gilpin,1719,2359,17114000,14708000,9423000,
1,2021,El Paso,11963,29717,2147167000,1756789000,974999000,
1,2021,Garfield,5429,13408,283528000,249242000,102277000,
1,2021,Kit Carson,1757,3186,31322000,27491000,9521000,
1,2021,Logan,2707,4601,64151000,55688000,23872000,
1,2021,Denver,15389,16806,3690232000,2427209000,1110125000,
1,2021,Crowley,850,1407,5228000,3754000,2113000,
1,2021,Archuleta,2616,3364,42895000,38479000,22916000,
1,2021,Sedgwick,870,1307,6296000,5431000,1625000,
1,2021,Jefferson,12078,42475,2018907000,1715354000,761388000,
1,2021,Conejos,1308,2588,13313000,9515000,5416000,
1,2021,Weld,9302,45789,1138496000,858231000,448687000,
1,2021,Morgan,3281,6454,94255000,76766000,33035000,
1,2021,Douglas,9557,34481,1525297000,1194780000,566061000,
1,2021,Otero,2308,4713,53370000,43694000,15337000,
1,2021,Montrose,4170,6872,125178000,108204000,57609000,
1,2021,Pueblo,6470,11861,471289000,369763000,195821000,
1,2021,Baca,1111,1923,10543000,9667000,5310000,
1,2021,Teller,3216,6211,56392000,49214000,28259000,
1,2021,Custer,1472,2071,7911000,6859000,3907000,
1,2021,Clear Creek,2349,3986,30987000,25284000,14040000,
1,2021,Rio Grande,2155,3937,26714000,23343000,11440000,
1,2021,Kiowa,678,973,4727000,4309000,1532000,
1,2021,La Plata,5081,8629,194468000,159258000,88832000,
1,2021,Ouray,1852,2754,13331000,12497000,7093000,
1,2021,Gunnison,3278,5871,65420000,56712000,32611000,
1,2021,Delta,3362,7325,62204000,54572000,26008000,
1,2021,Moffat,2317,3144,40180000,34036000,17875000,
1,2021,Cheyenne,895,1313,6842000,6104000,2829000,
1,2021,Lake,1823,2337,15988000,13377000,7824000,
1,2021,Washington,1260,2011,7239000,6368000,3299000,
1,2021,Elbert,3279,5178,39336000,36100000,21805000,
1,2021,Grand,3200,7150,89404000,83351000,43117000,
1,2021,Las Animas,2258,3672,40306000,36739000,17293000,
2,2021,Yuma,1994,3468,32525000,24741000,10617000,
2,2021,Eagle,5837,17529,346485000,312666000,212163000,
2,2021,Total 3,49098,569907,22364192000,16666413000,8268890000,
2,2021,Saguache,1361,2214,7853000,7139000,3526000,
2,2021,Alamosa,2614,3475,46418000,39273000,20935000,
2,2021,Clear Creek,2384,4011,28031000,23355000,12563000,
2,2021,Mesa,7046,15075,554087000,482621000,213624000,
2,2021,Sedgwick,808,1196,5739000,5131000,1771000,
2,2021,Lake,1848,2333,15021000,12353000,6961000,
2,2021,Summit,4775,10521,280675000,265173000,168793000,
2,2021,Weld,9403,45522,1197170000,843685000,441988000,
2,2021,Gunnison,3326,5839,63434000,55129000,33210000,
2,2021,El Paso,12217,30083,2580755000,1666228000,925810000,
2,2021,Jefferson,12304,42898,1919241000,1615124000,720262000,
2,2021,Rio Grande,2149,3922,24654000,20881000,10230000,
2,2021,Grand,3216,6993,83074000,77516000,40861000,
2,2021,Las Animas,2298,3734,35116000,31763000,14276000,
2,2021,Cheyenne,836,1232,8549000,5099000,2548000,
2,2021,Washington,1205,1923,7476000,6784000,2791000,
2,2021,Costilla,845,1419,4120000,3623000,1639000,
2,2021,Elbert,3314,5200,37482000,34082000,20575000,
2,2021,La Plata,5242,8783,191262000,159017000,85605000,
2,2021,Denver,15687,17117,3737877000,2324989000,1087627000,
2,2021,Arapahoe,13022,43856,2312750000,1739963000,960529000,
2,2021,Garfield,5458,13227,258641000,226398000,102712000,
2,2021,Larimer,10626,31217,1153650000,885619000,489167000,
2,2021,Fremont,3811,7545,84082000,71560000,36955000,
2,2021,Montrose,4156,6891,120592000,102498000,55337000,
2,2021,Moffat,2318,3116,37153000,30178000,15864000,
2,2021,Ouray,1805,2649,12313000,11362000,6877000,
2,2021,Jackson,686,893,3282000,2783000,1557000,
2,2021,Delta,3346,7272,58100000,49683000,25125000,
2,2021,Routt,4276,7360,150885000,136011000,78517000,
2,2021,Gilpin,1718,2345,16244000,13457000,9167000,
2,2021,Douglas,9712,34974,1495644000,1178596000,538006000,
2,2021,Boulder,10725,33337,1249813000,951564000,437295000,
2,2021,Baca,1037,1840,9746000,9057000,5214000,
2,2021,Prowers,1965,3145,31251000,26697000,11405000,
2,2021,Broomfield,5653,6420,241784000,191601000,107892000,
2,2021,Logan,2737,4586,59411000,50765000,22874000,
2,2021,Huerfano,1581,2441,11205000,9551000,4693000,
2,2021,Crowley,856,1447,4895000,4097000,2262000,
2,2021,Kit Carson,1765,3213,27834000,24462000,8700000,
2,2021,Bent,937,1290,6143000,5273000,2312000,
2,2021,Morgan,3318,6377,99521000,83882000,36193000,
2,2021,Adams,11489,38942,2569734000,1899064000,757470000,
2,2021,Hinsdale,620,725,2562000,1278000,812000,
2,2021,Pueblo,6594,11854,486966000,378752000,187549000,
2,2021,Custer,1474,2067,7280000,6389000,3854000,
2,2021,Pitkin,4161,7618,180352000,170477000,114840000,
2,2021,Park,2686,5342,25641000,22016000,12721000,
2,2021,Chaffee,3489,6160,67746000,59686000,33605000,
2,2021,San Juan,597,643,2015000,1719000,1112000,
2,2021,Lincoln,1470,2365,18542000,16763000,6475000,
2,2021,Mineral,633,734,5776000,5618000,1519000,
2,2021,Montezuma,3137,5606,63515000,57347000,28018000,
2,2021,Phillips,1340,2068,26441000,16981000,4563000,
2,2021,Archuleta,2572,3307,38611000,34706000,20155000,
2,2021,Dolores,793,1108,5981000,3044000,1946000,
2,2021,San Miguel,2613,4703,59509000,55245000,41635000,
2,2021,Conejos,1281,2531,11899000,8091000,4420000,
2,2021,Rio Blanco,1690,2482,29569000,15896000,7955000,
2,2021,Otero,2313,4621,51517000,41042000,14132000,
2,2021,Kiowa,649,954,4529000,4153000,1401000,
2,2021,Teller,3218,6149,54025000,46715000,27678000,
5,2021,Total 3,77368,668760,30371975000,22516333000,10792984000,
3,2021,Teller,3878,7243,63789000,55836000,35174000,
3,2021,Kit Carson,2034,3651,57933000,41876000,12337000,
3,2021,Yuma,2295,3912,58295000,45575000,16446000,
3,2021,Adams,14501,45548,3701392000,2521118000,984642000,
3,2021,Dolores,900,1262,7107000,3865000,2517000,
3,2021,Eagle,6917,19974,425900000,386916000,270279000,
3,2021,Archuleta,3097,3941,53611000,47922000,28817000,
3,2021,Hinsdale,682,793,1748000,1554000,1007000,
3,2021,Gunnison,4008,6925,85813000,75504000,45334000,
3,2021,Clear Creek,2757,4492,34688000,28635000,16354000,
3,2021,Pitkin,4854,8652,238483000,226485000,156231000,
3,2021,Phillips,1473,2280,32810000,15829000,5093000,
3,2021,Jackson,785,1012,4087000,3446000,1752000,
3,2021,Logan,3251,5319,94416000,63760000,31467000,
3,2021,Otero,2787,5342,78859000,59440000,21012000,
3,2021,Larimer,13756,36994,1677009000,1221634000,630906000,
3,2021,Weld,11833,52742,1997090000,1179554000,591433000,
3,2021,Garfield,6504,15429,318475000,278876000,134232000,
3,2021,Crowley,973,1608,6645000,5522000,3605000,
3,2021,Delta,4129,8611,85531000,68906000,35615000,
3,2021,El Paso,16238,36211,2916480000,2347211000,1193800000,
3,2021,Sedgwick,964,1442,8375000,7468000,2824000,
3,2021,Douglas,12248,40913,1783855000,1403378000,662840000,
3,2021,Saguache,1662,2627,13229000,11941000,5887000,
3,2021,Custer,1789,2435,10786000,8984000,5378000,
3,2021,Total 3,77368,668760,30371975000,22516333000,10792984000,
3,2021,Summit,5873,12312,342892000,323951000,216974000,
